@relation 'NAEP TRAINING DATA SET'
@attribute time {0.3,0.2,0.1}
@attribute VH098519time numeric
@attribute VH098519ETU {0,1}
@attribute VH098522time numeric
@attribute VH098522ETU {0,1}
@attribute VH098556time numeric
@attribute VH098556ETU {0,1}
@attribute VH098597time numeric
@attribute VH098597ETU {0,1}
@attribute VH098740time numeric
@attribute VH098740ETU {0,1}
@attribute VH098753time numeric
@attribute VH098753ETU {0,1}
@attribute VH098759time numeric
@attribute VH098759ETU {0,1}
@attribute VH098779time numeric
@attribute VH098779ETU {0,1}
@attribute VH098783time numeric
@attribute VH098783ETU {0,1}
@attribute VH098808time numeric
@attribute VH098808ETU {0,1}
@attribute VH098810time numeric
@attribute VH098810ETU {0,1}
@attribute VH098812time numeric
@attribute VH098812ETU {0,1}
@attribute VH098834time numeric
@attribute VH098834ETU {0,1}
@attribute VH098839time numeric
@attribute VH098839ETU {0,1}
@attribute VH134366time numeric
@attribute VH134366ETU {0,1}
@attribute VH134373time numeric
@attribute VH134373ETU {0,1}
@attribute VH134387time numeric
@attribute VH134387ETU {0,1}
@attribute VH139047time numeric
@attribute VH139047ETU {0,1}
@attribute VH139196time numeric
@attribute VH139196ETU {0,1}
@attribute VH356862time numeric
@attribute VH356862ETU {0,1}
@attribute BlockRev numeric 
@attribute EOSTimeLft numeric
@attribute SecTimeOut numeric
@attribute HELPMAT8 numeric
@attribute BlockAETU {0,1}
@attribute class {0,1}
@data
0.3, 2.2783333333333333, 1, 0.6433333333333332, 1, 0.25333333333333335, 1, 2.14, 1, 1.675, 1, 3.1266666666666665, 1, 3.2333333333333334, 1, 0.3716666666666667, 1, 1.8783333333333334, 1, 0.05666666666666664, 1, 0.43166666666666664, 1, 0.07166666666666664, 1, 3.4483333333333333, 1, 2.2483333333333335, 1, 3.3449999999999998, 1, 2.9699999999999998, 1, 1.7916666666666667, 1, 2.5966666666666667, 1, 3.4766666666666666, 1, 0.2033333333333333, 1, 1, 1, 0, 0, 1, 1
0.3, 1.5616666666666668, 1, 1.6333333333333333, 1, 0.36000000000000004, 1, 2.195, 1, 2.7266666666666666, 1, 3.9466666666666668, 1, 2.2150000000000003, 1, 0.31, 1, 2.9433333333333334, 1, 2.3800000000000003, 1, 0.3633333333333333, 1, 2.61, 1, 0.6699999999999999, 1, 2.3, 1, 4.843333333333334, 1, 0.6183333333333333, 1, 0.2816666666666666, 1, 4.553333333333333, 1, 2.9133333333333336, 1, 0.18333333333333332, 1, 1, 1, 0, 0, 1, 1
0.3, 1.9866666666666668, 1, 1.5983333333333334, 1, 1.3866666666666667, 1, 0.86, 1, 2.1216666666666666, 1, 2.75, 1, 2.7116666666666664, 1, 0.37, 1, 1.7466666666666668, 1, 0.0366666666666666, 1, 0.3333333333333333, 1, 2.1483333333333334, 1, 2.36, 1, 2.393333333333333, 1, 5.571666666666667, 1, 1.7866666666666666, 1, 2.4883333333333337, 1, 1.145, 1, 2.283333333333333, 1, 1.0799999999999998, 1, 1, 1, 0, 0, 1, 0
0.3, 1.8133333333333332, 1, 2.325, 1, 0.31166666666666665, 1, 2.4483333333333333, 1, 1.6033333333333333, 1, 2.06, 1, 2.496666666666667, 1, 0.023333333333333338, 1, 2.0983333333333336, 1, 2.2216666666666667, 1, 1.53, 1, 2.77, 1, 0.48000000000000004, 1, 0.07666666666666667, 1, 3.4866666666666664, 1, 0.0933333333333333, 1, 1.4266666666666665, 1, 2.6366666666666663, 1, 2.5716666666666668, 1, 0.12000000000000005, 1, 1, 1, 0, 0, 1, 1
0.3, 0.05500000000000007, 1, 0.005000000000000012, 1, 1.4833333333333334, 1, 2.0633333333333335, 1, 2.1266666666666665, 1, 2.7766666666666664, 1, 4.303333333333333, 1, 0.2816666666666667, 1, 3.1083333333333334, 1, 2.9366666666666665, 1, 0.21666666666666667, 1, 2.6550000000000002, 1, 0.3516666666666666, 1, 0.44, 1, 5.653333333333333, 1, 1.8233333333333335, 1, 2.33, 1, 5.1850000000000005, 1, 2.246666666666667, 1, 1.2033333333333334, 1, 1, 0, 1, 1, 1, 0
0.3, 0.3466666666666666, 1, 0.28500000000000003, 1, 1.2650000000000001, 1, 2.3666666666666667, 1, 0.05166666666666666, 1, 2.165, 1, 0, 0, 1.8299999999999998, 1, 1.9466666666666668, 1, 0, 0, 1.3916666666666666, 1, 1.41, 1, 0.20500000000000002, 1, 1.97, 1, 6.118333333333334, 1, 2.58, 1, 0.42000000000000004, 1, 0, 0, 1.725, 1, 0.1866666666666666, 1, 1, 1, 0, 0, 0, 1
0.3, 1.8383333333333334, 1, 0.02666666666666669, 1, 0.24166666666666667, 1, 1.0783333333333334, 1, 2.0116666666666667, 1, 1.9766666666666666, 1, 1.6666666666666667, 1, 0.22333333333333336, 1, 3.39, 1, 2.3366666666666664, 1, 0.63, 1, 2.3033333333333332, 1, 0.05166666666666669, 1, 2.558333333333333, 1, 2.675, 1, 2.158333333333333, 1, 0.7183333333333334, 1, 1.7466666666666668, 1, 3.316666666666667, 1, 1.35, 1, 1, 1, 0, 0, 1, 1
0.3, 3.475, 1, 0, 0, 0, 0, 0, 0, 0.635, 1, 2.4466666666666668, 1, 3.07, 1, 0, 0, 2.77, 1, 0.8466666666666666, 1, 0.53, 1, 3.9866666666666664, 1, 0, 0, 0, 0, 3.2849999999999997, 1, 0.0, 0, 3.966666666666667, 1, 4.35, 1, 4.221666666666667, 1, 1.1666666666666667, 1, 0, 0, 1, 0, 0, 1
0.3, 0.38333333333333336, 1, 1.5466666666666666, 1, 0.37833333333333335, 1, 1.4516666666666667, 1, 1.3933333333333333, 1, 1.8133333333333332, 1, 0.385, 1, 0.3633333333333334, 1, 2.3699999999999997, 1, 1.9800000000000002, 1, 0.4483333333333333, 1, 1.5683333333333331, 1, 1.6333333333333333, 1, 1.775, 1, 6.278333333333333, 1, 2.2633333333333336, 1, 1.771666666666667, 1, 3.8400000000000003, 1, 0.66, 1, 0.08333333333333333, 1, 1, 1, 0, 0, 1, 0
0.3, 4.011666666666667, 1, 0, 0, 0, 0, 0, 0, 2.2416666666666667, 1, 3.3616666666666664, 1, 2.615, 1, 0, 0, 1.925, 1, 3.675, 1, 0.4233333333333333, 1, 0.3516666666666667, 1, 0, 0, 0.0, 0, 7.114999999999999, 1, 2.066666666666667, 1, 1.925, 1, 8.35, 1, 2.1266666666666665, 1, 0.06833333333333336, 1, 0, 0, 1, 0, 0, 1
0.3, 0.028333333333333335, 0, 2.8733333333333335, 1, 0.34500000000000003, 1, 2.24, 1, 0.02166666666666665, 0, 2.1283333333333334, 1, 0.020000000000000004, 0, 1.6366666666666667, 1, 0.37166666666666665, 1, 0.015000000000000006, 0, 0.02666666666666667, 0, 1.0483333333333333, 1, 2.8216666666666668, 1, 0.4866666666666667, 1, 3.35, 1, 2.4, 1, 0.41000000000000003, 1, 3.415, 1, 0.9016666666666667, 1, 0.15, 1, 1, 1, 0, 0, 0, 0
0.3, 1.425, 1, 0.0, 0, 0.3233333333333333, 1, 2.7783333333333333, 1, 2.4683333333333333, 1, 1.7366666666666666, 1, 2.8233333333333333, 1, 2.728333333333333, 1, 4.525, 1, 0.7266666666666667, 1, 0.25666666666666665, 1, 4.23, 1, 2.111666666666667, 1, 1.6883333333333332, 1, 3.9683333333333333, 1, 2.185, 1, 0.6033333333333334, 1, 3.8133333333333335, 1, 2.1416666666666666, 1, 0.13833333333333328, 1, 1, 0, 1, 0, 0, 1
0.3, 4.068333333333333, 1, 2.6533333333333333, 1, 0.05499999999999995, 1, 0.08500000000000002, 1, 1.8583333333333334, 1, 1.7349999999999999, 1, 3.5166666666666666, 1, 0.07000000000000005, 1, 1.4633333333333334, 1, 3.05, 1, 1.1466666666666667, 1, 0.44, 1, 1.5783333333333334, 1, 0.07333333333333333, 1, 3.855, 1, 2.415, 1, 0.3916666666666666, 1, 2.055, 1, 3.0316666666666667, 1, 0.07833333333333338, 1, 1, 1, 0, 0, 1, 0
0.3, 1.5916666666666666, 1, 0.36500000000000005, 1, 0.25000000000000006, 1, 1.885, 1, 2.3433333333333333, 1, 3.6233333333333335, 1, 1.9766666666666666, 1, 0.32333333333333336, 1, 2.985, 1, 0.7716666666666666, 1, 0.05, 1, 2.27, 1, 2.7199999999999998, 1, 2.92, 1, 2.8400000000000003, 1, 4.238333333333333, 1, 1.7483333333333335, 1, 0.031666666666666655, 1, 2.768333333333333, 1, 1.3083333333333333, 1, 1, 0, 1, 1, 1, 1
0.3, 1.5333333333333334, 1, 0.335, 1, 1.6116666666666668, 1, 1.535, 1, 1.6366666666666667, 1, 2.2083333333333335, 1, 2.316666666666667, 1, 2.146666666666667, 1, 8.475, 1, 3.4066666666666667, 1, 0.68, 1, 3.6683333333333334, 1, 1.84, 1, 1.9483333333333335, 1, 2.915, 1, 2.2199999999999998, 1, 1.6800000000000002, 1, 2.6683333333333334, 1, 3.4683333333333333, 1, 1.2633333333333332, 1, 1, 1, 0, 0, 1, 1
0.3, 0.07999999999999995, 1, 0.016666666666666666, 1, 0.20333333333333325, 1, 1.5883333333333334, 1, 1.7016666666666667, 1, 2.2083333333333335, 1, 0.15666666666666665, 1, 1.9316666666666669, 1, 2.685, 1, 1.635, 1, 0.02333333333333331, 0, 0.9166666666666666, 1, 0.010000000000000024, 0, 1.695, 1, 2.805, 1, 2.3699999999999997, 1, 1.5016666666666665, 1, 3.246666666666667, 1, 2.48, 1, 0.10499999999999995, 1, 1, 1, 0, 0, 0, 1
0.3, 1.5666666666666667, 1, 2.7116666666666664, 1, 0.20166666666666666, 1, 2.0016666666666665, 1, 3.908333333333333, 1, 1.8666666666666667, 1, 2.83, 1, 2.1199999999999997, 1, 1.55, 1, 2.3699999999999997, 1, 0.17000000000000004, 1, 2.2150000000000003, 1, 2.3066666666666666, 1, 3.1766666666666667, 1, 2.033333333333333, 1, 0.7166666666666667, 1, 3.4650000000000003, 1, 2.89, 1, 2.8233333333333333, 1, 0.13166666666666665, 1, 1, 1, 0, 0, 1, 1
0.3, 2.3633333333333337, 1, 1.9733333333333334, 1, 0.019999999999999928, 0, 0.025, 1, 1.5583333333333333, 1, 0.4083333333333333, 1, 3.365, 1, 0.8866666666666666, 1, 0.3216666666666666, 1, 1.3900000000000001, 1, 0.34, 1, 0.03333333333333333, 1, 1.4116666666666666, 1, 0.021666666666666737, 1, 2.49, 1, 0.016666666666666666, 1, 1.4449999999999998, 1, 1.7650000000000001, 1, 2.0166666666666666, 1, 0.10833333333333334, 1, 1, 1, 0, 0, 0, 0
0.3, 0.5349999999999999, 1, 0.7383333333333333, 1, 0.5716666666666667, 1, 2.1033333333333335, 1, 1.47, 1, 2.3233333333333333, 1, 3.493333333333333, 1, 0.64, 1, 0.44666666666666666, 1, 2.6199999999999997, 1, 1.5033333333333334, 1, 1.9866666666666666, 1, 0.12666666666666665, 1, 2.125, 1, 2.895, 1, 5.443333333333333, 1, 1.9033333333333333, 1, 4.203333333333333, 1, 3.6866666666666665, 1, 0.12833333333333327, 1, 1, 1, 0, 0, 1, 1
0.3, 2.1566666666666667, 1, 1.6183333333333332, 1, 0.6683333333333332, 1, 1.471666666666667, 1, 0.7533333333333334, 1, 3.11, 1, 2.3016666666666667, 1, 1.2283333333333333, 1, 3.5633333333333335, 1, 3.066666666666667, 1, 0.4433333333333333, 1, 4.05, 1, 0.6216666666666666, 1, 0.68, 1, 2.825, 1, 2.0483333333333333, 1, 2.8116666666666665, 1, 2.1616666666666666, 1, 3.685, 1, 0.09833333333333333, 1, 1, 1, 0, 0, 1, 1
0.3, 2.393333333333333, 1, 0, 0, 0.001666666666666668, 0, 2.8383333333333334, 1, 0.6433333333333332, 1, 3.2516666666666665, 1, 2.69, 1, 0, 0, 3.268333333333333, 1, 1.9300000000000002, 1, 1.3183333333333331, 1, 5.471666666666667, 1, 0, 0, 2.5816666666666666, 1, 3.83, 1, 4.433333333333334, 1, 1.9633333333333336, 1, 1.8266666666666667, 1, 3.1533333333333333, 1, 0.16666666666666666, 1, 0, 0, 1, 0, 0, 1
0.3, 0.625, 1, 0.7033333333333334, 1, 0.5166666666666667, 1, 1.2766666666666666, 1, 1.8283333333333334, 1, 0.13833333333333328, 1, 3.4949999999999997, 1, 0.6816666666666666, 1, 1.2416666666666667, 1, 2.5483333333333333, 1, 1.5916666666666666, 1, 0.0016666666666666607, 0, 2.015, 1, 1.6066666666666667, 1, 2.6199999999999997, 1, 0.03999999999999997, 1, 2.08, 1, 3.7633333333333336, 1, 1.03, 1, 0.1616666666666666, 1, 0, 0, 1, 0, 0, 1
0.3, 2.631666666666667, 1, 2.466666666666667, 1, 1.2733333333333334, 1, 0.33666666666666667, 1, 0.2716666666666667, 1, 2.095, 1, 3.7800000000000002, 1, 0.4633333333333333, 1, 2.1166666666666667, 1, 2.558333333333333, 1, 0.47, 1, 1.0583333333333333, 1, 1.5550000000000002, 1, 2.9833333333333334, 1, 2.3833333333333333, 1, 5.363333333333333, 1, 2.0233333333333334, 1, 1.7966666666666666, 1, 3.8449999999999998, 1, 0.049999999999999996, 0, 1, 1, 0, 0, 0, 0
0.3, 0.02833333333333338, 0, 0.0016666666666666904, 1, 0.49333333333333335, 1, 1.8733333333333335, 1, 2.29, 1, 2.8316666666666666, 1, 2.69, 1, 0.09333333333333335, 1, 0.9716666666666666, 1, 2.8116666666666665, 1, 0.07000000000000002, 1, 2.0816666666666666, 1, 0.060000000000000026, 1, 2.2616666666666663, 1, 3.955, 1, 1.6033333333333333, 1, 2.015, 1, 2.9050000000000002, 1, 3.5766666666666667, 1, 1.2016666666666667, 1, 1, 1, 1, 0, 0, 1
0.3, 1.9033333333333333, 1, 2.0983333333333336, 1, 2.3316666666666666, 1, 0.5116666666666666, 1, 0.4166666666666667, 1, 2.49, 1, 2.7233333333333336, 1, 0.5, 1, 2.2366666666666664, 1, 2.06, 1, 1.3299999999999998, 1, 1.6333333333333333, 1, 0.30499999999999994, 1, 1.8483333333333334, 1, 2.695, 1, 0.335, 1, 5.485, 1, 3.125, 1, 3.353333333333333, 1, 0.18333333333333332, 1, 1, 1, 0, 0, 1, 1
0.3, 1.8316666666666668, 1, 0.0, 0, 0.3766666666666667, 1, 2.0833333333333335, 1, 2.6416666666666666, 1, 2.018333333333333, 1, 3.183333333333333, 1, 0.4816666666666667, 1, 2.605, 1, 2.355, 1, 1.65, 1, 3.4683333333333333, 1, 3.1083333333333334, 1, 0.018333333333333358, 1, 2.643333333333333, 1, 2.9466666666666668, 1, 0.09333333333333334, 1, 0.02333333333333337, 0, 3.106666666666667, 1, 0.12999999999999995, 1, 0, 0, 1, 0, 0, 0
0.3, 2.895, 1, 0.7016666666666667, 1, 0.08333333333333333, 1, 0.09166666666666666, 1, 1.7349999999999999, 1, 3.48, 1, 3.085, 1, 1.6266666666666665, 1, 1.4716666666666667, 1, 2.7133333333333334, 1, 0.2700000000000001, 1, 2.1083333333333334, 1, 0.13333333333333333, 1, 2.1550000000000002, 1, 0.8333333333333334, 1, 1.2616666666666667, 1, 0.6183333333333333, 1, 2.8516666666666666, 1, 2.3433333333333333, 1, 0.12166666666666667, 1, 1, 1, 0, 0, 1, 0
0.3, 2.106666666666667, 1, 0.07666666666666663, 1, 0.041666666666666664, 1, 2.2083333333333335, 1, 2.4, 1, 1.7366666666666668, 1, 2.205, 1, 0.11833333333333323, 1, 0.08000000000000002, 1, 2.7449999999999997, 1, 0.18999999999999997, 1, 2.3366666666666664, 1, 0.06833333333333336, 1, 2.0633333333333335, 1, 3.003333333333333, 1, 3.1983333333333333, 1, 0.425, 1, 3.4650000000000003, 1, 2.24, 1, 0.36000000000000004, 1, 1, 1, 0, 0, 1, 0
0.3, 2.6616666666666666, 1, 0, 0, 0, 0, 0, 0, 2.091666666666667, 1, 3.0283333333333333, 1, 1.1066666666666667, 1, 0, 0, 3.131666666666667, 1, 2.2483333333333335, 1, 2.01, 1, 2.185, 1, 0, 0, 0, 0, 0.04666666666666674, 1, 0.0, 0, 2.7766666666666664, 1, 2.5883333333333334, 1, 4.819999999999999, 1, 0.48000000000000004, 1, 0, 0, 1, 1, 0, 0
0.3, 1.9983333333333335, 1, 0, 0, 0, 0, 0.05166666666666666, 1, 3.3449999999999998, 1, 2.795, 1, 4.611666666666666, 1, 0, 0, 3.4883333333333337, 1, 1.6416666666666666, 1, 0.4433333333333333, 1, 3.4650000000000003, 1, 0, 0, 0.003333333333333381, 0, 3.77, 1, 3.1, 1, 3.621666666666667, 1, 0.37666666666666665, 1, 1.9883333333333335, 1, 0.06833333333333333, 1, 0, 0, 1, 0, 0, 0
0.3, 4.863333333333333, 1, 1.9033333333333333, 1, 1.635, 1, 1.8783333333333334, 1, 0.8266666666666665, 1, 1.835, 1, 4.303333333333333, 1, 0.255, 1, 2.125, 1, 2.183333333333333, 1, 1.5566666666666669, 1, 0.6166666666666667, 1, 2.1666666666666665, 1, 1.7683333333333333, 1, 2.6266666666666665, 1, 2.01, 1, 5.623333333333333, 1, 0.4816666666666667, 1, 2.9433333333333334, 1, 0.1616666666666667, 1, 1, 1, 0, 0, 1, 1
0.3, 0.21499999999999997, 1, 1.4716666666666667, 1, 0.26666666666666666, 1, 1.7666666666666666, 1, 2.5483333333333333, 1, 0.05499999999999995, 1, 0.12833333333333327, 1, 1.3616666666666668, 1, 2.058333333333333, 1, 1.675, 1, 0.0933333333333333, 1, 1.3483333333333334, 1, 0.6849999999999999, 1, 0.555, 1, 0.25, 1, 0.0, 0, 0.04833333333333331, 1, 0.39666666666666667, 1, 0.6883333333333332, 1, 0.115, 1, 1, 0, 1, 0, 0, 0
0.3, 1.8116666666666665, 1, 0.0, 0, 1.655, 1, 0.5050000000000001, 1, 1.7583333333333333, 1, 2.105, 1, 1.725, 1, 0.41833333333333333, 1, 1.8316666666666668, 1, 3.955, 1, 0.2233333333333333, 1, 3.8866666666666663, 1, 1.3283333333333334, 1, 0.01499999999999999, 1, 3.65, 1, 5.173333333333333, 1, 2.4566666666666666, 1, 2.0966666666666667, 1, 3.77, 1, 0.08666666666666666, 1, 1, 0, 1, 1, 0, 1
0.3, 0.7333333333333333, 1, 1.7333333333333334, 1, 0.4733333333333334, 1, 1.5633333333333335, 1, 1.7583333333333333, 1, 3.3449999999999998, 1, 0.6483333333333333, 1, 2.2666666666666666, 1, 3.268333333333333, 1, 6.756666666666666, 1, 1.755, 1, 2.3800000000000003, 1, 1.5683333333333331, 1, 0.6, 1, 2.2916666666666665, 1, 2.7449999999999997, 1, 2.6483333333333334, 1, 4.496666666666667, 1, 2.81, 1, 0.21, 1, 1, 1, 0, 0, 1, 1
0.3, 1.6933333333333331, 1, 3.2416666666666667, 1, 0.25, 1, 2.0366666666666666, 1, 2.13, 1, 2.0633333333333335, 1, 2.665, 1, 0.2099999999999999, 1, 2.146666666666667, 1, 2.0933333333333333, 1, 0.26666666666666666, 1, 2.6116666666666664, 1, 2.228333333333333, 1, 2.3583333333333334, 1, 2.1166666666666667, 1, 3.1333333333333333, 1, 1.9766666666666666, 1, 2.1333333333333333, 1, 4.821666666666667, 1, 0.1983333333333333, 1, 1, 1, 0, 1, 1, 1
0.3, 0.09666666666666662, 1, 0, 0, 0, 0, 0, 0, 2.435, 1, 6.803333333333333, 1, 1.12, 1, 0, 0, 4.385000000000001, 1, 3.271666666666667, 1, 0.029999999999999995, 1, 3.5, 1, 0, 0, 0, 0, 0.0016666666666666607, 0, 0, 0, 3.631666666666667, 1, 6.2683333333333335, 1, 0, 0, 0.4033333333333334, 1, 0, 0, 1, 0, 0, 1
0.3, 0.075, 1, 1.6483333333333334, 1, 1.805, 1, 2.9, 1, 0.12666666666666668, 1, 2.0283333333333333, 1, 0.6716666666666666, 1, 1.8550000000000002, 1, 2.2266666666666666, 1, 2.4583333333333335, 1, 0.4266666666666667, 1, 2.131666666666667, 1, 2.5949999999999998, 1, 0.5683333333333334, 1, 1.5783333333333334, 1, 4.12, 1, 1.6233333333333335, 1, 0.8949999999999999, 1, 2.455, 1, 0.038333333333333344, 0, 1, 1, 0, 0, 0, 1
0.3, 0.060000000000000026, 1, 0.03333333333333333, 1, 0.041666666666666664, 1, 0.04499999999999999, 1, 1.575, 1, 0.03666666666666665, 1, 0.4933333333333333, 1, 0.05499999999999995, 1, 0.23833333333333334, 1, 1.1816666666666664, 1, 0.10499999999999995, 1, 0.0616666666666666, 1, 0.025, 1, 1.5466666666666669, 1, 0.06999999999999999, 1, 0.060000000000000026, 1, 0.03166666666666664, 1, 0.18833333333333335, 1, 0.05666666666666664, 1, 1.155, 1, 1, 1, 0, 0, 1, 1
0.3, 1.8133333333333332, 1, 0, 0, 0, 0, 0, 0, 0.48166666666666663, 1, 2.8916666666666666, 1, 4.198333333333333, 1, 0, 0, 2.12, 1, 2.3616666666666664, 1, 1.3516666666666666, 1, 2.475, 1, 0, 0, 0.0016666666666666904, 0, 2.7333333333333334, 1, 6.303333333333333, 1, 3.1933333333333334, 1, 5.6033333333333335, 1, 0.03166666666666664, 1, 0.2700000000000001, 1, 0, 0, 1, 0, 0, 1
